fold,site,state,inference_days,actual_inference_days,n_infer_points,rmse_log,mae_log,r2_log,infer_time
34,109455_47049,MT,150,150,9787,0.4263850077002135,0.33170454794218873,0.3997019822246327,0.429199337027967
34,109455_47049,MT,200,200,13295,0.42074576173833705,0.3270313787474261,0.41547571761833857,1.8905311678536236
34,109455_47049,MT,250,250,16832,0.4275119745413696,0.3343017684586608,0.39652452528193094,1.2589240481611341
34,109455_47049,MT,300,300,19747,0.4084685977607379,0.3184165627392921,0.4490903161051806,2.1719573540613055
34,109455_47049,MT,350,350,22854,0.41070208011286485,0.32224495147880833,0.4430491610712165,2.7770408340729773
34,109455_47049,MT,400,400,26330,0.4089127231917749,0.3152717978747717,0.44789166329368013,3.4229285640176386
35,107862_48318,MT,25,25,1664,0.5166744941484239,0.3914720143056015,0.20864382802058357,1.0024522989988327
35,107862_48318,MT,50,50,3442,0.51803790905141,0.40403226718158197,0.20446181250418083,0.1277974429540336
35,107862_48318,MT,100,100,6596,0.4638086426982024,0.36000014798425417,0.3623011670466617,0.2105642301030457
35,107862_48318,MT,150,150,9682,0.4438932403077797,0.33948793355273266,0.41588950284526904,0.3940257579088211
35,107862_48318,MT,200,200,13386,0.450781458587292,0.3473772545593076,0.39762070354301227,0.7422013198956847
35,107862_48318,MT,250,250,16223,0.4490142060494501,0.34463685898223523,0.4023346045534054,1.8594571931753308
35,107862_48318,MT,300,300,19777,0.4400498910282672,0.33775306708859193,0.4259604919922704,2.6660080540459603
35,107862_48318,MT,350,350,23304,0.4409123513544147,0.33307493897203355,0.42370814981514815,2.771406088024378
35,107862_48318,MT,400,400,26255,0.4392052124817953,0.33459550994235476,0.4281621218669843,3.3113325040321797
36,107549_43082,WY,25,25,1590,0.3892067505259141,0.3141534081190549,0.29424389866360956,0.8137226770631969
36,107549_43082,WY,50,50,3222,0.40066215057593174,0.31375266393042334,0.2520879188026782,0.1282595240045339
36,107549_43082,WY,100,100,6617,0.3455247074134922,0.2713390016563493,0.4437729200105498,0.22450626106001437
36,107549_43082,WY,150,150,9927,0.3373703911539336,0.26482766390452855,0.4697168318461008,0.4392514450009912
36,107549_43082,WY,200,200,13038,0.3544036893573035,0.27792454732050487,0.41481877805071377,1.285609598038718
36,107549_43082,WY,250,250,16532,0.35716069836199826,0.27742457555162436,0.40567877581523404,1.1921068029478192
36,107549_43082,WY,300,300,19858,0.3414988889210826,0.26274380469695213,0.4566589683705199,1.9318318699952215
36,107549_43082,WY,350,350,23403,0.32682724828227383,0.2553338556436872,0.5023426440831548,3.0802753870375454
36,107549_43082,WY,400,400,26379,0.32870822623640267,0.2590981575585608,0.4965978585895797,3.2824060190469027
37,108720_42530,WY,25,25,1674,0.45547106619471917,0.3653469860454169,0.3813274156504445,0.17025422700680792
37,108720_42530,WY,50,50,3290,0.5086305204444943,0.410363618284399,0.2284854567083865,0.12937420490197837
37,108720_42530,WY,100,100,6728,0.4078827228908784,0.31732953582882373,0.503853532346652,0.2327608480118215
37,108720_42530,WY,150,150,9911,0.42431451131179915,0.3176315064358989,0.4630732351643012,0.4426688679959625
37,108720_42530,WY,200,200,13129,0.4146477006264873,0.3089196376786241,0.48725928244348615,1.4444588660262525
37,108720_42530,WY,250,250,16197,0.415146938467493,0.3140161210306631,0.48602385454282593,1.1586964251473546
37,108720_42530,WY,300,300,19848,0.40843517831018694,0.30587004601905093,0.5025086142339332,2.1597543240059167
37,108720_42530,WY,350,350,23129,0.400989647481528,0.29973408561382686,0.5204812374897468,2.79566134698689
